"hl_no","kn_torikomi_no","kn_no","kn_nm","k_kn_nm","yubin_no","ad","tel","sei","birth_dt","ansho_no","torihiki_dt","kouza1_syo_zan","kouza1_zan","kouza1_seisan_flg","kouza2_syo_zan","kouza2_zan","kouza2_seisan_flg","kouza3_syo_zan","kouza3_zan","kouza3_seisan_flg","kouza4_syo_zan","kouza4_zan","kouza4_seisan_flg","kouza5_syo_zan","kouza5_zan","kouza5_seisan_flg","kouza6_syo_zan","kouza6_zan","kouza6_seisan_flg","kouza7_syo_zan","kouza7_zan","kouza7_seisan_flg","kouza8_syo_zan","kouza8_zan","kouza8_seisan_flg","kouza9_syo_zan","kouza9_zan","kouza9_seisan_flg","kouza10_syo_zan","kouza10_zan","kouza10_seisan_flg","kouza11_syo_zan","kouza11_zan","kouza11_seisan_flg","kouza12_syo_zan","kouza12_zan","kouza12_seisan_flg","kouza13_syo_zan","kouza13_zan","kouza13_seisan_flg","kouza14_syo_zan","kouza14_zan","kouza14_seisan_flg","kouza15_syo_zan","kouza15_zan","kouza15_seisan_flg","kouza16_syo_zan","kouza16_zan","kouza16_seisan_flg","kouza17_syo_zan","kouza17_zan","kouza17_seisan_flg","kouza18_syo_zan","kouza18_zan","kouza18_seisan_flg","kouza19_syo_zan","kouza19_zan","kouza19_seisan_flg","kouza20_syo_zan","kouza20_zan","kouza20_seisan_flg","jitai_flg","jitai_at","up_dt","nichu_tel","jk_jo_kbn","f","web_kn_no","operation_f","is_failed"
"01517","59820191","74169","Troy Boyer","O'Reilly","21034","80615 Mraz Haven","1-926-445-4150 x0003","1","1989-09-04","9646","2023-10-15","5574","6750","","1870","2370","","7245","6548","","8067","8931","","2049","6404","","6771","3878","","5890","5887","","4503","2991","","2885","6840","","5646","9763","","7711","8969","","3780","8973","","9458","5772","","351","1739","","6258","2464","","4005","6843","","3961","2453","","8501","4429","","4170","3694","","3577","7050","","","","2024-08-27","","00","0","","1","false"
"01517","11903315","25540","Perry Runolfsson","Mraz","17349","39135 Jacobs Corners","(273) 883-0293 x7644","9","1962-07-11","8036","2024-06-05","9656","3909","","5392","1099","","8968","5005","","2608","2720","","4010","8546","","848","3889","","669","9726","","6724","5514","","939","9617","","1838","4404","","6902","752","","2568","1972","","2279","7079","","7602","3550","","6953","7461","","3310","8568","","5698","5182","","3762","7068","","7551","958","","1460","8190","","","","2024-08-27","","00","0","","1","false"
"01517","54877845","85179","Alton Ziemann","Collier-Trantow","63160-8709","86954 Heidenreich Freeway","433.427.6238 x4902","3","1986-05-18","2852","2023-10-24","4564","2305","","7640","2184","","2254","753","","1060","5778","","2821","2316","","8424","7050","","1934","2320","","2683","746","","9775","7632","","2048","5026","","8142","6924","","8465","5903","","4976","8067","","8921","8534","","9471","463","","7118","6287","","7474","2858","","9226","542","","8003","6059","","4873","4512","","","","2024-08-27","","00","0","","1","false"
"01517","25494667","60081","Dr. Nicole Graham","Rempel","23775","6438 Elias Ford","1-879-635-3482 x31178","10","2000-09-15","6078","2024-03-06","2665","8170","","1344","4378","","5784","3840","","6248","4588","","6346","8444","","2610","2963","","8939","388","","5040","9748","","4702","6413","","9434","1412","","3381","7323","","1577","1874","","6536","2655","","7131","5145","","8265","2397","","1425","9375","","5166","5702","","1200","3143","","6135","4228","","4587","2130","","","","2024-08-28","","00","0","","1","false"
"01517","52454432","91858","Freddie Reichert","Bosco","47951","81142 Talbot Road","1-441-813-5125 x23397","6","1985-07-26","2739","2023-12-31","8615","7616","","970","4814","","2509","5022","","9054","5050","","3073","83","","9432","8009","","508","4642","","2135","3695","","4596","4068","","9169","355","","3293","546","","8884","5784","","9209","7053","","1111","4148","","2948","4263","","2666","628","","1517","3011","","9352","2740","","9460","1984","","7142","1358","","","","2024-08-27","","00","0","","1","false"
"01517","85479126","39644","Angie Lowe IV","Mante","60485","95621 Cremin Meadow","(916) 373-7253 x47324","3","1956-10-21","5863","2024-03-18","6788","3837","","8631","2304","","4937","1668","","9006","4927","","7526","504","","4035","4468","","5726","5910","","2805","5295","","7654","7791","","6735","1569","","9781","2092","","5300","1551","","6333","5746","","3066","3943","","4161","4227","","2627","2815","","2935","1921","","7471","3865","","300","3910","","6981","4268","","","","2024-08-27","","00","0","","1","false"
"01517","21317208","22029","Sherry McDermott-Schmeler","Grant","93151-2162","53175 Johnson Street","1-877-523-1514 x71007","10","1949-01-28","8973","2023-11-07","3954","4095","","4365","815","","8951","3739","","4419","8525","","9292","4390","","7668","9657","","7471","3267","","4637","6697","","1134","9522","","8606","7172","","1912","9512","","7562","5188","","7377","9152","","9117","6672","","8636","304","","8348","8938","","329","1524","","7039","6491","","7548","651","","6158","5333","","","","2024-08-27","","00","0","","1","false"
"01517","47603895","80103","Michele Zieme IV","Willms","33774","614 Sauer Junctions","1-857-402-8893 x2867","10","1961-02-03","6419","2024-05-30","4012","1673","","7373","7441","","8983","3053","","3947","8120","","6420","5612","","397","2951","","3379","5924","","399","9852","","498","3182","","5068","5346","","4041","9531","","8309","2692","","8354","8311","","845","78","","4701","7925","","5250","327","","1090","4702","","820","1814","","1676","6098","","1267","2002","","","","2024-08-28","","00","0","","1","false"
"01517","73836593","24880","Beth Shanahan","Schaefer","75327-0993","7386 Wolff Corner","1-814-835-2615 x84693","5","1988-01-01","1578","2024-03-21","3008","7127","","9321","2774","","4529","9454","","755","5700","","6189","2468","","3593","504","","1945","3096","","9149","785","","8579","9402","","6765","8670","","2853","3484","","9037","4906","","2036","3224","","1007","8409","","397","7328","","7307","3802","","2881","615","","2954","3580","","5587","4745","","4219","6611","","","","2024-08-27","","00","0","","1","false"
"01517","23698197","11638","Albert Botsford","Hagenes","36558","46370 Gottlieb Tunnel","1-645-253-1592 x8671","7","1972-02-04","2444","2023-12-04","7018","9405","","6468","8042","","1754","560","","3985","4318","","6975","352","","2545","8576","","874","5879","","154","2192","","4080","9211","","4243","9081","","5082","7881","","7908","2188","","3664","1586","","5872","7877","","238","5650","","1798","7905","","8396","9538","","3158","4432","","8922","1418","","8185","1003","","","","2024-08-27","","00","0","","1","false"
"01517","48627999","25339","Elena Bruen","McGlynn","57144-0063","486 St George's Road","409-398-4507","6","2005-06-14","9375","2023-10-30","9250","479","","2548","5108","","1155","7319","","7664","7880","","4894","9449","","2728","2527","","7812","5674","","1221","9467","","4625","1267","","4434","7041","","3155","2678","","8985","6815","","1762","4662","","4179","7818","","5888","5787","","6076","3680","","5245","5232","","6680","173","","9364","9628","","5758","2642","","","","2024-08-27","","00","0","","1","false"
"01517","13197335","48740","Dorothy Gerlach","Murray","50622-9488","52400 W 4th Avenue","(348) 604-0522 x6406","9","1999-01-13","2093","2023-09-11","4798","3416","","1350","8874","","792","4445","","8192","4078","","3084","8908","","4334","7200","","5353","5035","","1627","8127","","6892","2209","","8832","5425","","866","9875","","5336","3406","","2218","2766","","8237","2104","","9816","1351","","6635","2523","","3320","3983","","5320","6879","","6310","261","","5372","9888","","","","2024-08-27","","00","0","","1","false"
"01517","85430425","10336","Gordon McKenzie","Stanton","38572","44991 Dickinson Cove","757-692-8533","1","1991-08-09","9658","2024-07-02","8247","6751","","9324","1110","","4090","3972","","2521","6289","","4622","9480","","6229","443","","3298","9266","","5021","3374","","7853","7762","","1637","6335","","9494","3259","","691","6558","","9731","1025","","8370","7951","","3664","3091","","5886","4322","","3537","5330","","5690","4561","","3350","3147","","371","9652","","","","2024-08-27","","00","0","","1","false"
"01517","93630736","17571","Grace MacGyver","Carter","79486-1219","277 Runolfsson Course","(690) 714-9256 x3237","5","1947-06-12","8272","2023-11-19","67","13","","9426","7603","","5105","7263","","2575","5646","","7961","4166","","8088","5392","","5378","5065","","3557","1644","","6634","5514","","6678","3355","","3845","1922","","2205","3051","","9369","6809","","900","6932","","4328","2548","","2860","2648","","3678","1010","","2857","8510","","3492","6477","","8028","8335","","","","2024-08-27","","00","0","","1","false"
"01517","43996763","18795","Jackie Jenkins V","Rolfson","15725-3464","88475 Dudley Place","428.572.9997 x628","10","1951-05-31","5760","2024-07-27","3521","2627","","1430","6453","","4170","6043","","9339","4640","","1405","6300","","2032","5661","","5408","1584","","3354","6962","","4722","4066","","4902","3219","","8881","1505","","2786","4577","","4744","8223","","9983","5116","","5769","1830","","8411","5813","","2677","5038","","1156","5719","","1422","9736","","1878","3978","","","","2024-08-27","","00","0","","1","false"
"01517","14860947","29034","Myrtle Miller","McCullough","76684","4824 Low Road","(255) 409-1741 x06799","1","1963-05-27","9831","2023-12-13","7294","2888","","2699","9875","","7636","5391","","1706","740","","3931","4164","","8780","7619","","936","5567","","3413","326","","5140","979","","1239","1936","","415","8156","","7646","1094","","2514","3377","","7097","3175","","5343","9521","","5542","9759","","4360","2028","","3027","9266","","1035","1776","","4592","7490","","","","2024-08-27","","00","0","","1","false"
"01517","23135498","46932","Tracey Trantow","Simonis","63308-6145","464 Kelli Flats","349-492-1570","9","1973-06-03","5765","2023-11-12","3469","3592","","2625","2411","","3583","3177","","819","6744","","4783","8889","","9562","8926","","3142","9996","","6154","6918","","4594","880","","5948","353","","6418","4980","","9578","2294","","4906","3594","","417","6251","","9576","8349","","2808","3388","","8290","2130","","7214","4423","","9530","2101","","824","6931","","","","2024-08-28","","00","0","","1","false"
"01517","90566925","56210","Lynda Cummings","Medhurst","73900-9556","291 Rath Grove","1-346-855-6606 x29765","4","1946-06-19","2435","2024-04-21","3017","3421","","4102","5748","","3928","2668","","8686","8831","","1127","702","","2776","91","","838","7724","","5466","4746","","7370","1624","","1112","308","","2888","7198","","9522","3369","","5329","2892","","6165","5609","","551","3395","","8774","1453","","5248","166","","8335","6933","","3222","7701","","3058","6416","","","","2024-08-28","","00","0","","1","false"
"01517","47450289","23685","Meredith Legros","Murazik","12302-6046","77617 Fay Centers","(862) 438-6844 x59399","10","1957-08-28","8377","2024-04-28","3834","8133","","4398","2091","","4435","8984","","7406","9386","","6002","3691","","6056","3365","","4273","4917","","602","5287","","3658","8485","","6856","1767","","9463","4483","","3754","4980","","5323","8502","","9476","6705","","6571","9681","","4028","6056","","4350","5976","","3758","4077","","7777","421","","5372","6411","","","","2024-08-27","","00","0","","1","false"
"01517","97591071","73209","Earnest Ratke","Schoen","62431","17152 Hoeger Mills","437-648-2873 x4212","4","1990-01-18","5017","2023-12-19","785","8342","","5456","3839","","8391","3081","","7118","5086","","3591","3686","","9468","2006","","2280","5144","","8891","7173","","9945","4311","","2163","6907","","2991","58","","9431","3544","","42","4503","","4732","3851","","844","7437","","5126","9903","","7850","8705","","6790","2492","","6770","3345","","350","7872","","","","2024-08-27","","00","0","","1","false"
"01517","94909061","30360","Terrence Berge","Sawayn","68676-3455","50620 Haylie Camp","569-359-6768 x05727","5","2000-05-26","8124","2024-05-12","6065","5355","","211","1692","","4367","1292","","481","4768","","7960","9685","","5992","1816","","6146","1785","","805","3245","","3432","3282","","9699","3696","","5985","6315","","4337","9835","","5292","5463","","7446","1870","","582","4730","","2648","7984","","4696","7378","","9983","4639","","7631","7706","","4056","2988","","","","2024-08-27","","00","0","","1","false"
"01517","56864262","23810","Chester Konopelski","Klocko","09087","33311 Prospect Avenue","1-772-810-5949 x2052","7","2005-06-30","8955","2023-08-30","3413","736","","7459","2075","","3635","5689","","1786","5948","","2874","9666","","3267","327","","4694","5181","","69","367","","8749","9570","","8383","8091","","3098","8097","","8899","6368","","6731","2443","","8093","6991","","345","6105","","5266","7399","","629","8059","","226","2284","","3364","3227","","2295","2192","","","","2024-08-27","","00","0","","1","false"
"01517","50822083","66474","Dr. Lorenzo Emmerich","Bins","83858","64968 Alvis Ports","(209) 744-5219 x9931","8","2005-03-17","2194","2023-12-19","1915","7804","","4385","265","","9322","4764","","8240","2310","","3199","4903","","9960","7896","","6233","1800","","1367","3506","","3911","1580","","4939","6190","","5653","7957","","6353","8895","","6384","3537","","1853","7084","","5606","8227","","2937","1342","","8448","5931","","8587","2086","","8352","3172","","5713","8344","","","","2024-08-27","","00","0","","1","false"
"01517","17152018","50179","Ms. Laura Bailey","Klocko-Howe","01089-2371","2112 Predovic Avenue","446.898.0708 x9439","6","1993-05-12","1560","2024-07-05","3029","6376","","9600","8793","","3319","1709","","6908","1873","","8587","4081","","9134","5259","","7936","7893","","332","8475","","4338","2731","","7029","5322","","2580","8007","","3984","1812","","5941","3950","","8905","1353","","4062","3771","","3761","4146","","9541","2293","","2835","2420","","1557","1979","","1415","5363","","","","2024-08-27","","00","0","","1","false"
"01517","23191814","97332","Frances Nienow","Kuphal","32248","6188 Ruecker Junctions","376.332.4274 x738","3","1964-04-28","8260","2024-06-10","7301","1477","","7746","3906","","7782","2096","","5650","2319","","5378","7894","","7094","6458","","8902","8730","","7445","1862","","3508","2126","","1200","5992","","3507","6942","","8056","6817","","9274","5552","","6262","418","","8658","1067","","2193","841","","9335","5175","","6549","8319","","6280","436","","6874","6300","","","","2024-08-27","","00","0","","1","false"
"01517","71203371","58343","Willie Okuneva","Wunsch","69309-8230","16254 Waterloo Road","955.630.9420 x0867","7","1971-04-18","2192","2023-10-16","3782","7123","","8150","3573","","8364","8346","","3658","2405","","796","7212","","2586","8763","","8102","579","","5328","4945","","9922","2223","","2869","5779","","4937","3406","","7797","7899","","1693","5225","","9581","830","","2905","8681","","9307","1309","","2951","4239","","2182","9490","","7665","4514","","4061","8365","","","","2024-08-27","","00","0","","1","false"
"01517","18816089","85931","Homer Rice","Huel","41384-0218","3473 Jacky Landing","(264) 314-6690 x90217","5","1944-11-20","5397","2024-03-30","2472","3704","","2923","5452","","4588","7961","","3594","4986","","7094","3860","","155","1675","","9226","7386","","3197","2155","","9109","7669","","4020","6322","","5046","937","","8099","4077","","617","4810","","6724","5287","","4079","7846","","7639","8342","","8029","3564","","1539","7399","","4400","2425","","3717","8265","","","","2024-08-27","","00","0","","1","false"
"01517","14092522","65194","Irving Bashirian","O'Connell","13883","202 Lottie Ferry","823-465-1643","7","1978-06-27","7818","2023-10-31","666","9079","","3543","7721","","4592","4101","","638","2858","","6385","8879","","155","8373","","1713","3960","","2187","5667","","555","8607","","3684","6273","","4204","8424","","382","5427","","5661","9379","","8410","9687","","4604","593","","999","8313","","991","2004","","1667","7447","","8744","942","","9237","6299","","","","2024-08-27","","00","0","","1","false"
"01517","78158959","89448","Josefina Trantow","Wilderman","63227-4570","77510 Runolfsson Mill","596.695.3327","2","1970-04-14","3717","2023-09-23","4276","370","","4068","4314","","9221","4152","","9160","2856","","4288","7274","","3413","2603","","2472","8893","","3036","8965","","646","2730","","388","66","","5796","1481","","4766","4820","","7626","2954","","2353","5723","","5715","5611","","8675","2605","","1182","9391","","8900","4242","","4545","6505","","4015","4545","","","","2024-08-27","","00","0","","1","false"
"01517","71158890","60468","Lela Langworth","Lubowitz","05630-1133","810 Herzog Park","(849) 877-9015 x0458","1","2004-05-14","4010","2024-03-19","6741","6445","","4030","6180","","5690","9194","","791","5797","","373","7596","","3464","4948","","3966","5840","","8236","9030","","3278","5599","","2758","6740","","4851","5013","","7066","5324","","8108","8006","","3509","8921","","2813","2678","","2061","6097","","6185","6306","","7137","2443","","2695","2744","","2785","1106","","","","2024-08-27","","00","0","","1","false"
"01517","88338175","43899","Malcolm Lind","Yundt","52051","95085 Heathcote Spur","869.936.5959 x14384","2","1986-02-09","5493","2023-10-28","8499","4774","","6531","4310","","3025","9895","","4406","2810","","8096","6499","","5873","6666","","9689","3948","","1099","2018","","8974","4915","","6097","4587","","6026","4937","","2207","339","","4981","8478","","3117","8943","","8957","7840","","8918","5232","","3340","517","","7917","917","","586","5099","","5130","5974","","","","2024-08-27","","00","0","","1","false"
"01517","73402887","44788","Larry Shanahan","Kohler-Toy","75700","337 Heathcote Flat","1-216-386-4493 x59500","5","1972-07-11","4025","2024-05-26","1521","4663","","8396","4785","","7561","8520","","9284","4127","","1080","3204","","5074","7458","","4465","40","","2922","4779","","2039","1004","","6006","8932","","8163","4003","","8720","4265","","6514","4293","","5258","5572","","336","4192","","8426","7151","","4854","9679","","3736","8769","","2530","6817","","5153","9208","","","","2024-08-27","","00","0","","1","false"
"01517","30049987","59235","Toni Jaskolski","Kihn","08956-1843","8748 Dolores Lake","804-442-5834 x852","1","1978-11-30","1877","2024-02-29","516","229","","4829","875","","2285","1079","","231","6177","","9878","2098","","322","1627","","6321","7706","","6111","9709","","2754","7160","","7009","1764","","453","932","","9204","1597","","5030","56","","2124","5307","","3862","691","","3912","7616","","8157","5764","","1745","6316","","2556","1381","","3180","7168","","","","2024-08-27","","00","0","","1","false"
"01517","47263241","16677","Mr. Darnell Halvorson","Legros","27329-7627","734 Vicarage Lane","(640) 886-6154 x6281","2","1989-05-16","7648","2024-01-14","8048","1020","","3447","1093","","86","5038","","8619","8339","","4656","1206","","9681","4347","","9282","9318","","3148","8903","","313","7761","","3761","9908","","8726","8876","","1511","8833","","9230","4907","","4981","6675","","7927","8254","","7539","4923","","8041","6932","","1314","2843","","8548","5303","","7218","7186","","","","2024-08-27","","00","0","","1","false"
"01517","80511593","88560","Alfonso Wisoky","Gerlach","28005","93666 Schmidt Point","(868) 634-1347 x684","2","1964-03-27","1092","2023-11-13","3581","1100","","3900","3875","","1315","5594","","4144","4132","","1076","4511","","6738","2271","","2006","2435","","2243","1222","","9397","9867","","7363","4313","","6958","9708","","336","4879","","174","3966","","7745","6161","","2044","1360","","2996","5361","","463","4605","","1937","9402","","1992","6775","","2718","7920","","","","2024-08-27","","00","0","","1","false"
"01517","38259241","97375","Winston Zulauf","Medhurst","24361-7700","9638 Maple Avenue","706-248-4860 x963","3","1953-11-30","3784","2024-05-29","3025","519","","9846","2686","","3197","6713","","3786","3995","","5","1238","","2287","943","","6975","6423","","9039","4432","","2459","5220","","2528","7103","","5168","1019","","3073","7976","","1329","1667","","7663","6843","","8026","5494","","5460","2951","","3877","5624","","8007","4146","","7480","6781","","3475","2381","","","","2024-08-27","","00","0","","1","false"
"01517","55879960","46219","Mercedes Gleason","Block","98860","435 Haag Divide","(773) 898-5323 x05044","9","1966-03-07","6286","2024-02-12","7886","9032","","3952","4010","","6017","5629","","8820","1700","","5794","9964","","537","8587","","4995","8398","","8806","2868","","365","2249","","9999","5899","","1724","4877","","121","943","","1586","2075","","6350","8948","","8786","4429","","5496","2911","","7006","9860","","262","61","","5465","441","","9193","5266","","","","2024-08-27","","00","0","","1","false"
"01517","71880508","90683","Mr. Roman Paucek","Okuneva","96681","529 Orchard Drive","949.871.1569","9","1989-12-16","8921","2024-02-03","6981","3417","","8963","6669","","8064","9176","","3422","537","","7627","5565","","3323","7808","","9011","3918","","7288","2266","","6785","1653","","2791","6088","","9407","324","","7972","862","","5259","4613","","4396","6941","","4358","8585","","670","1625","","8489","6838","","6720","4338","","6001","8055","","8613","6144","","","","2024-08-27","","00","0","","1","false"
"01517","12522151","71577","Dr. Greg Koelpin","Hettinger","71612-7696","7888 Marsh Lane","733.460.3738 x380","5","1948-04-27","4201","2024-07-04","9630","6661","","3682","9528","","8018","8863","","8772","5595","","2897","9392","","4795","2033","","3316","9116","","6387","6471","","3294","2473","","6163","9745","","8144","6983","","7288","1757","","7802","1524","","2209","4065","","9044","412","","2066","2790","","8670","5247","","8348","4669","","4345","3580","","5885","9376","","","","2024-08-27","","00","0","","1","false"
"01517","44645956","10984","Miss Bonnie Rau","Haag","44641","2579 University Avenue","(718) 399-2164 x18368","4","1956-07-10","1295","2023-10-25","1234","929","","8776","6827","","3231","8141","","9959","845","","3642","1104","","1929","5968","","8699","7295","","4323","6062","","5471","3251","","3599","7033","","6716","9817","","9931","4585","","4683","9603","","1033","4286","","6369","5329","","7314","3549","","5554","2018","","4095","9124","","1212","822","","4926","5697","","","","2024-08-27","","00","0","","1","false"
"01517","98728210","78292","Paula Schmidt Sr.","Jacobs","78514","3681 Crooks Vista","1-531-213-5711","2","1948-01-12","4037","2024-08-22","927","1556","","859","6413","","5538","224","","9873","7006","","3816","3574","","8639","548","","7055","9782","","6455","6240","","7421","7075","","7605","851","","347","1305","","734","7641","","2630","3095","","4164","9410","","9814","5441","","5989","154","","7635","8488","","2368","21","","3432","2542","","5100","186","","","","2024-08-27","","00","0","","1","false"
"01517","36192403","11251","Joy Rau","Doyle","03920-2447","65370 Geraldine Underpass","(954) 589-4284 x7163","10","1946-09-27","6161","2024-02-18","4354","4266","","8864","8641","","1837","1192","","7638","845","","9399","3547","","9808","5762","","4689","2390","","1009","7299","","7418","3105","","7197","6526","","7458","2601","","7296","8964","","9615","863","","4355","1436","","6208","510","","1578","9577","","8685","6565","","4833","2555","","3096","1938","","1454","2160","","","","2024-08-27","","00","0","","1","false"
"01517","18690971","32309","Leah Runolfsson-Tremblay","McKenzie","41984-1059","1705 Park Crescent","837.404.0260","5","1949-10-30","4079","2024-07-01","5212","4878","","6831","8811","","812","1329","","9602","1988","","4923","3423","","2273","1169","","5766","3014","","859","3234","","4414","367","","966","5545","","1269","1367","","4180","5527","","609","7680","","7257","1038","","920","8656","","1978","4364","","3446","4616","","7319","4431","","8368","4525","","6036","2406","","","","2024-08-27","","00","0","","1","false"
"01517","16099053","54419","Daryl Fadel","Terry","33667","434 McLaughlin Extension","(277) 771-4603 x1061","7","1960-01-28","4858","2023-11-17","1593","6936","","836","4333","","1647","5153","","9790","6069","","1732","6590","","6144","9618","","9626","7041","","8630","4784","","9056","624","","4403","1921","","6651","7576","","9219","6487","","8925","5228","","3380","7052","","3796","9026","","8989","6886","","3146","3879","","3680","2947","","6130","8297","","5298","9981","","","","2024-08-27","","00","0","","1","false"
"01517","61776976","63056","Laverne Kreiger","Hoppe","42798-7218","95021 Daniella Ridges","1-457-609-4426 x8740","3","1996-04-21","2038","2024-01-01","6388","4615","","1029","3859","","4257","9401","","5467","9829","","788","3374","","4889","144","","8086","6921","","988","2153","","9592","3521","","1954","5243","","740","8781","","8442","3515","","3036","3186","","5375","9559","","6362","1144","","1748","1623","","8264","8020","","3821","6528","","43","4847","","4755","7326","","","","2024-08-27","","00","0","","1","false"
"01517","59304749","78171","Ernestine Turcotte I","Schultz","76221-4088","618 Weber Groves","656-534-1800","7","2000-11-19","4995","2023-09-19","1573","4318","","1523","8036","","5677","5288","","9802","7329","","1241","95","","1845","1974","","1832","2987","","5003","3470","","7218","2795","","9241","1557","","5272","8945","","1642","5327","","5036","8924","","1143","3795","","8999","855","","8778","5291","","609","3995","","6822","8946","","1100","9292","","9319","293","","","","2024-08-27","","00","0","","1","false"
"01517","51763193","53693","Miss Linda Gutkowski","Gottlieb","82097-6072","112 Ericka Crest","1-871-709-2348","5","1956-11-07","1163","2023-09-26","8655","8616","","2418","2721","","1649","8901","","3297","9783","","113","7368","","6103","2609","","899","3647","","8808","1332","","4249","725","","4591","8903","","1351","456","","2207","3784","","2380","4337","","7972","1709","","5616","3912","","1819","780","","8077","3883","","9468","7050","","9910","1478","","4360","6299","","","","2024-08-27","","00","0","","1","false"
"01517","65377256","86059","Janis Moore","Stehr","40469-6446","364 Roob Cliff","394-674-9674 x3334","1","1995-12-08","1074","2024-02-23","8547","499","","2558","1424","","5729","2148","","2353","7986","","5527","3330","","8316","7260","","9837","3696","","2490","6845","","5132","8787","","3411","8978","","9043","7151","","5978","6825","","8698","2195","","6536","1155","","5033","8754","","9196","8451","","3325","2854","","1068","946","","5950","9023","","9833","6875","","","","2024-08-27","","00","0","","1","false"
"01517","52316192","90070","Brandy West","Koss","98947","792 Commercial Street","606-823-6374 x7539","7","1966-08-24","5565","2024-05-02","1688","212","","4783","4987","","6986","3034","","2026","5216","","7353","8774","","4216","6039","","9496","327","","5849","1751","","7291","5344","","9025","3915","","3958","2541","","4122","8347","","3668","3758","","3391","3332","","4092","1227","","7527","517","","7880","883","","9706","6581","","5937","9463","","5774","7839","","","","2024-08-27","","00","0","","1","false"
"01517","38126256","50256","Pat Konopelski","Wolff","14313-3029","88950 Sadie Road","(243) 215-3932 x87633","5","1958-11-07","8831","2023-10-30","2750","9463","","928","37","","432","4699","","3111","2069","","8018","74","","473","5001","","8446","236","","3001","1261","","1736","8949","","156","7491","","9058","928","","7716","6662","","5033","5042","","7699","2029","","1287","4025","","627","9119","","7321","4123","","5152","1753","","5090","3179","","8304","9914","","","","2024-08-27","","00","0","","1","false"
"01517","53764721","57514","Phil Cronin","Shields","43663","8946 Monserrat Mills","584.487.4047 x207","4","1996-10-08","3533","2024-07-06","5687","2553","","3946","247","","5572","3993","","6992","6652","","4620","3600","","1789","2839","","757","3145","","1055","697","","7568","6285","","8131","3216","","803","784","","1647","6875","","2797","6058","","8548","3186","","4959","4958","","5544","1328","","660","702","","9313","559","","3361","2077","","933","9437","","","","2024-08-27","","00","0","","1","false"
"01517","27287786","37150","Delia Botsford","Jacobson","59460","97692 Bell Lane","(775) 315-7672 x5815","3","1985-09-27","1873","2024-04-13","1478","5731","","3895","3816","","678","337","","2830","5171","","4000","7371","","1101","3670","","304","626","","8473","7428","","4444","5135","","8274","4098","","2968","1839","","4900","559","","6995","7983","","2498","3969","","7720","1058","","8376","6051","","4742","733","","1776","4385","","8591","5349","","5265","8969","","","","2024-08-27","","00","0","","1","false"
"01517","31748105","86010","Gary Jaskolski","Corwin","03440","5608 The Glebe","985.439.8280 x716","9","1997-03-05","7526","2023-11-03","7829","8843","","4361","5303","","520","6609","","2085","1414","","5205","3830","","5936","117","","8883","2479","","7442","8356","","7614","134","","516","8771","","3491","5605","","5519","4413","","44","2711","","4145","2210","","1036","1837","","5382","500","","8896","3846","","6566","4564","","5845","9774","","1741","4836","","","","2024-08-27","","00","0","","1","false"
"01517","58176191","87911","Clay Keebler","Braun","98363","985 Pollich Land","784-980-8841 x083","9","1945-06-04","8413","2023-10-15","3567","8731","","1945","7948","","8943","987","","7374","1796","","9141","155","","3","758","","1266","8493","","7907","2854","","7234","7941","","7745","9685","","5559","4778","","409","6161","","4637","4273","","4436","2472","","2484","2045","","4225","2852","","5896","6122","","1337","8403","","4676","3972","","3571","9913","","","","2024-08-27","","00","0","","1","false"
"01517","60406591","42794","Derek Becker","Effertz","28060-2750","968 Main Road","1-640-344-5769","6","1973-04-25","7693","2024-01-31","6140","8666","","7014","7402","","5442","5838","","4924","4347","","5151","4694","","5139","5312","","292","1968","","5027","2082","","5111","6402","","1695","1813","","1721","5688","","9857","8673","","327","5355","","3085","5581","","8417","8707","","6070","1333","","6980","4240","","2141","2530","","8724","8735","","146","549","","","","2024-08-27","","00","0","","1","false"
"01517","10871936","36267","Anne Hyatt","Trantow","04117","332 Crist Island","(246) 355-7643 x5215","8","2002-09-22","6326","2024-06-02","877","6542","","7462","3038","","5745","1842","","6612","9153","","7039","6367","","2647","4368","","7188","7579","","2344","7853","","822","314","","9942","585","","5677","4818","","5560","7516","","1434","8545","","1381","1833","","2230","2954","","7876","4667","","4670","5524","","3743","9222","","8010","2723","","7301","2133","","","","2024-08-27","","00","0","","1","false"
"01517","10228930","37270","Marcella Pouros DVM","Stark","32913-9093","979 York Road","1-537-914-9132 x7961","10","1974-03-21","8998","2024-06-06","1098","5781","","1570","9525","","1410","3446","","6195","2205","","9178","1696","","1956","3724","","9345","1255","","6537","3334","","7295","3683","","4578","3903","","2254","8608","","4999","4216","","6661","9688","","3177","8820","","6462","2718","","63","7384","","9997","1688","","4465","9743","","7415","3947","","2076","2493","","","","2024-08-28","","00","0","","1","false"
"01517","27374113","90249","Miss Lola Green","Hodkiewicz","78342","780 Jayson Burg","1-946-604-8559 x83252","1","1970-12-27","2548","2023-11-26","7487","8522","","9311","8758","","4018","4151","","1559","2775","","840","7315","","9611","2485","","8306","8395","","3359","1239","","7220","7222","","4244","7740","","3074","8203","","4234","8201","","6662","5232","","5275","5063","","4756","9580","","7313","7307","","2165","6009","","7413","2917","","1312","6292","","3014","8102","","","","2024-08-27","","00","0","","1","false"
